customer_id,story_segment,story_stage,recommended_campaign,story_reason
CUST00204,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST00205,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST00206,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST00207,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST00208,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST00209,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST00210,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
CUST00211,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 3 behavioural signals associated with wellness seeker.
CUST00212,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST00213,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST00214,GENERAL,ENGAGED_CUSTOMER,Personalized Recommendations,No dominant life-stage pattern detected from purchasing behaviour.
CUST00215,NEW_PARENT,CHILDPROOFING,Home Safety Essentials,"Detected a progression from infant care products to home safety products, suggesting a childproofing journey."
CUST00216,WELLNESS_SEEKER,HABIT_BUILDING,Wellness Routine Bundle,Detected 2 behavioural signals associated with wellness seeker.
